autoc,contr,corrm,cprom,cshad,dissi,energ,entro,homom,maxpr,sosvh,savgh,svarh,senth,dvarh,denth,inf1h,inf2h,indnc,idmnc,fibro
32.51162058,0.272571238,0.870960119,29.63791329,-0.611059048,0.269839046,0.154957642,2.086806704,0.865535843,0.227822828,32.47250489,11.24130865,91.37506765,1.891280079,0.272571238,0.590310765,-0.48380929,0.857900444,0.970048241,0.995810305,1
31.07536909,0.314535741,0.81807402,23.15906509,-1.538066732,0.311050686,0.162234841,2.095227547,0.845055499,0.301323172,31.0606707,11.02146564,86.91252291,1.868913228,0.314535741,0.629308151,-0.406365426,0.810240078,0.965477535,0.995165719,1
25.6997759,0.298189967,0.884186584,52.0670691,1.651785358,0.292191002,0.132127489,2.284910365,0.854747457,0.211842786,25.6942414,9.911911739,66.34027026,2.070421383,0.298189967,0.614639654,-0.490012702,0.879225821,0.967596844,0.995425905,1
12.6610289,0.320127685,0.800059733,32.76011285,3.143473364,0.316712858,0.177841367,2.067887337,0.842212709,0.317071662,12.71299113,6.934128477,28.85431867,1.83783442,0.320127685,0.633658619,-0.384312799,0.791260651,0.964847625,0.995079594,1
39.85240213,0.26457232,0.870511742,31.74167691,-0.571318405,0.263035328,0.161015642,2.106673394,0.868738502,0.26655178,39.78986864,12.48408281,115.4357807,1.919333715,0.26457232,0.580664386,-0.492133034,0.864404781,0.97079093,0.995931743,1
53.05928973,0.208778352,0.755615975,7.259088051,-0.970559587,0.208325471,0.293502619,1.53765421,0.895912745,0.433898177,52.9369858,14.52398385,173.9579924,1.391651157,0.208778352,0.513198499,-0.40176907,0.733765501,0.976857757,0.99678864,1
15.04238173,0.196068515,0.907116677,156.5849725,18.72436183,0.187814029,0.28330107,1.654021585,0.907233007,0.426557912,15.02337908,7.505986949,39.90517059,1.516044108,0.196068515,0.493032036,-0.520438654,0.829242852,0.979217361,0.997002476,0
5.736211644,0.090947799,0.950309683,28.72553753,2.876803233,0.090493627,0.243665666,1.645820465,0.954828882,0.371540492,5.712991451,4.412046893,11.58167362,1.581492701,0.090947799,0.304740022,-0.736013593,0.923531032,0.989950199,0.99860142,0
5.34896033,0.098121886,0.911051929,10.38846951,-0.007525161,0.095917976,0.304761722,1.455872402,0.952259007,0.428109429,5.329469598,4.402932158,11.196201,1.388292978,0.098121886,0.316606248,-0.684474018,0.883283899,0.989362591,0.998499576,0
7.504510555,0.098240044,0.94546216,25.10412426,0.028004271,0.098240044,0.231447996,1.683242621,0.950879978,0.307679392,7.473270487,5.158670798,16.06095302,1.615147811,0.098240044,0.321198656,-0.726196627,0.923732156,0.98908444,0.998488615,0
31.37834289,0.251643239,0.888534252,35.9839707,0.787554261,0.248836809,0.1608413,2.083434372,0.876037025,0.253596252,31.33217785,11.02277147,87.43801406,1.902766528,0.251643239,0.567907579,-0.528046378,0.880744088,0.97238235,0.996132721,1
45.64708684,0.258572789,0.820997478,17.83580594,-1.646283255,0.256794729,0.212089252,1.912753677,0.871893025,0.390252421,45.56686,13.42447214,139.4052109,1.729398689,0.258572789,0.574515288,-0.438961659,0.811757519,0.971486864,0.996024538,1
38.71168643,0.311165751,0.846572125,33.43221555,-0.553420782,0.306498891,0.145489934,2.19852467,0.847506669,0.231925562,38.67524791,12.3049947,110.4871886,1.973384386,0.311165751,0.627627048,-0.44003806,0.84303709,0.965995896,0.99521978,1
43.66985706,0.14142444,0.962322049,108.8617155,-10.15099362,0.140259254,0.181812137,2.016040206,0.930064571,0.270905724,43.53861888,12.94045068,128.9289703,1.914872173,0.14142444,0.408149847,-0.701760947,0.941756771,0.984428585,0.997825821,1
5.62982873,0.107838936,0.878300328,10.16954222,0.593346837,0.102593069,0.364375911,1.364008441,0.949226754,0.521158765,5.612453078,4.578512719,12.46170403,1.292583796,0.107838936,0.331823477,-0.637182231,0.848942005,0.988648904,0.998362356,0
45.95263874,0.104455094,0.712737363,1.191445376,-0.640180747,0.104455094,0.552870138,0.872537618,0.947772453,0.718790676,45.79357065,13.53854573,162.889901,0.800134864,0.104455094,0.334762973,-0.422327579,0.610907088,0.988393878,0.998392999,1
23.69162078,0.32781426,0.801838424,25.58686867,2.740970874,0.32408635,0.169148555,2.091445832,0.838578143,0.268932009,23.70580985,9.597580758,62.92136207,1.855447907,0.32781426,0.639995959,-0.383741059,0.793462476,0.964031827,0.994961764,1
1.071728348,0.069248378,0.122440118,0.45070253,0.162501656,0.055894697,0.891856776,0.281050841,0.973629658,0.94372377,1.074318325,2.065814575,3.412694551,0.242596914,0.069248378,0.215324792,-0.034971601,0.099768984,0.99392051,0.998975222,0
6.690149669,0.284713045,0.759621282,11.37884867,1.190235199,0.281874333,0.229021236,1.849622202,0.859535952,0.397312033,6.754686052,4.996113901,13.31069184,1.645511831,0.284713045,0.602301285,-0.365125386,0.749852271,0.968712171,0.995623653,0
2.23109857,0.10606208,0.874844341,13.94175576,3.420451857,0.077746424,0.515139539,1.026417756,0.963326974,0.695436411,2.241749748,2.727936168,4.671747003,0.972109758,0.10606208,0.270142789,-0.657957421,0.796542649,0.991592444,0.998540903,0
1.0042123,0.0042123,-0.002110595,0.004141774,0.004159219,0.0042123,0.991602015,0.030163372,0.99789385,0.9957877,0.975246773,2.0042123,3.912599685,0.027243628,0.0042123,0.027243628,-0.0002947,0.002981682,0.999531967,0.999935195,0
7.756606562,0.301299897,0.775247025,15.72606665,0.736209649,0.296460082,0.19419672,1.964402759,0.852518774,0.293108617,7.823433125,5.380321655,15.57132266,1.748317026,0.301299897,0.618553462,-0.376938209,0.773595126,0.967112274,0.995373049,0
37.18212521,0.216456862,0.819397474,12.13956315,-1.390741286,0.216233567,0.23379735,1.737288229,0.891920432,0.374396405,37.10130662,12.11463421,113.0208055,1.586566492,0.216456862,0.522912193,-0.461815656,0.804779449,0.975976529,0.996670198,1
10.12456437,0.320001562,0.776278003,16.26850094,1.23509637,0.315784336,0.173969268,2.011492996,0.842810703,0.299169245,10.1881392,6.186885598,21.95839614,1.780334735,0.320001562,0.634659654,-0.364363362,0.769334282,0.96495971,0.995082624,1
3.262067649,0.138161454,0.617552211,1.022898236,-0.532725093,0.138161454,0.524481887,0.939403896,0.930919273,0.699653164,3.275924686,3.549941133,7.908428414,0.843637674,0.138161454,0.401611901,-0.314448433,0.543750995,0.984648727,0.997874439,0
7.569994,0.301820542,0.78401724,16.87286744,2.048763491,0.298889577,0.199219516,1.958236419,0.851043705,0.343099938,7.638337741,5.299882958,15.15213245,1.741920721,0.301820542,0.617913856,-0.376485523,0.772499461,0.966822613,0.995360586,0
18.413414,0.312479063,0.824071392,24.88367954,2.24504166,0.307768833,0.158199813,2.096600591,0.846893008,0.285202367,18.43849312,8.409891482,46.01247533,1.869813884,0.312479063,0.629076086,-0.41155653,0.813991701,0.965855614,0.995199238,1
13.39194207,0.178120892,0.809036199,12.75524504,1.457521052,0.177175342,0.30762905,1.538308046,0.911569921,0.398733885,13.3685098,7.215158783,35.35454134,1.412817149,0.178120892,0.469629096,-0.471962211,0.78317488,0.980324357,0.997260962,1
36.87746417,0.196416212,0.871381873,20.84906549,-2.760118012,0.196390577,0.219861758,1.796530288,0.901808984,0.325758158,36.78786487,12.03529955,110.4985184,1.660296863,0.196416212,0.495476081,-0.529368885,0.851852329,0.97817911,0.996978247,1
26.19452541,0.312743784,0.839784612,33.70934771,1.759988624,0.307398919,0.152337386,2.183374457,0.847096649,0.252505946,26.19372428,10.07469838,69.47209148,1.957999943,0.312743784,0.628089503,-0.433735685,0.837604225,0.965901436,0.995199049,1
21.76833012,0.201477827,0.829965262,12.0935329,1.457840623,0.201240858,0.248961452,1.710991434,0.899419066,0.373388339,21.72516763,9.225314792,60.76438547,1.57051106,0.201477827,0.502954039,-0.487099499,0.817136887,0.977642538,0.996900663,1
